Year,Sexe,GeoCode,Value
2010,,9.0,239.06
2011,,9.0,240.23
2012,,9.0,198.46
2013,,9.0,223.02
2014,,9.0,211.46
2015,,9.0,222.56
2016,,9.0,202.57
2017,,9.0,197.78
2018,,9.0,202.07
2019,,9.0,213.7
2020,,9.0,248.47
2009,,10.0,243.7
2010,,10.0,194.39
2011,,10.0,227.03
2012,,10.0,209.6
2013,,10.0,231.92
2014,,10.0,240.92
2015,,10.0,205.44
2016,,10.0,213.12
2017,,10.0,210.07
2018,,10.0,224.98
2019,,10.0,239.35
2020,,10.0,245.68
2009,,11.0,247.86
2010,,11.0,248.39
2011,,11.0,225.62
2012,,11.0,264.7
2013,,11.0,236.2
2014,,11.0,246.55
2015,,11.0,310.27
2016,,11.0,265.12
2017,,11.0,246.6
2018,,11.0,232.38
2019,,11.0,265.21
2020,,11.0,261.47
2009,,12.0,209.14
2010,,12.0,217.23
2011,,12.0,194.56
2012,,12.0,195.44
2013,,12.0,170.73
2014,,12.0,214.04
2015,,12.0,209.47
2016,,12.0,178.87
2017,,12.0,183.4
2018,,12.0,183.72
2019,,12.0,208.99
2020,,12.0,224.35
2009,,13.0,201.82
2010,,13.0,209.94
2011,,13.0,196.64
2012,,13.0,178.48
2013,,13.0,252.94
2014,,13.0,284.62
2015,,13.0,258.52
2016,,13.0,241.85
2017,,13.0,224.44
2018,,13.0,217.48
2019,,13.0,181.38
2020,,13.0,227.2
2009,,14.0,227.44
2010,,14.0,227.6
2011,,14.0,227.94
2012,,14.0,161.03
2013,,14.0,202.73
2014,,14.0,216.04
2015,,14.0,184.07
2016,,14.0,248.47
2017,,14.0,193.35
2018,,14.0,215.77
2019,,14.0,160.91
2020,,14.0,166.31
2009,,15.0,200.44
2010,,15.0,203.67
2011,,15.0,212.62
2012,,15.0,177.57
2013,,15.0,188.56
2014,,15.0,211.93
2015,,15.0,197.85
2016,,15.0,190.74
2017,,15.0,232.75
2018,,15.0,224.91
2019,,15.0,172.61
2020,,15.0,231.34
2009,,16.0,169.75
2010,,16.0,170.35
2011,,16.0,215.5
2012,,16.0,150.18
2013,,16.0,211.54
2014,,16.0,214.74
2015,,16.0,165.75
2016,,16.0,227.55
2017,,16.0,201.29
2018,,16.0,182.34
2019,,16.0,185.58
2020,,16.0,177.5
2009,,17.0,141.63
2010,,17.0,141.34
2011,,17.0,249.89
2012,,17.0,216.1
2013,,17.0,162.59
2014,,17.0,90.4
2015,,17.0,180.02
2016,,17.0,233.73
2017,,17.0,179.97
2018,,17.0,179.94
2019,,17.0,126.07
2020,,17.0,53.68
2009,,18.0,233.67
2010,,18.0,211.05
2011,,18.0,173.11
2012,,18.0,126.14
2013,,18.0,246.66
2014,,18.0,241.56
2015,,18.0,250.8
2016,,18.0,227.48
2017,,18.0,187.19
2018,,18.0,128.85
2019,,18.0,222.31
2020,,18.0,237.54
2009,,19.0,210.08
2010,,19.0,273.49
2011,,19.0,234.35
2012,,19.0,183.69
2013,,19.0,225.53
2014,,19.0,251.92
2015,,19.0,229.42
2016,,19.0,234.96
2017,,19.0,194.2
2018,,19.0,175.63
2019,,19.0,212.84
2020,,19.0,227.49
