Year,Sexe,GeoCode,Value
2013,,16.0,82.72
2012,,16.0,82.64
2011,,16.0,82.14
2010,,16.0,82.03
2009,,16.0,81.68
2020,,17.0,83.11
2019,,17.0,83.66
2018,,17.0,82.94
2017,,17.0,83.45
2016,,17.0,83.03
2015,,17.0,82.98
2014,,17.0,82.19
2013,,17.0,81.51
2012,,17.0,81.65
2011,,17.0,81.71
2010,,17.0,82.55
2009,,17.0,82.13
2020,,18.0,83.26
2019,,18.0,83.51
2018,,18.0,83.67
2017,,18.0,82.75
2016,,18.0,82.16
2015,,18.0,82.16
2014,,18.0,81.8
2013,,18.0,81.25
2012,,18.0,81.62
2011,,18.0,81.03
2010,,18.0,80.68
2009,,18.0,80.76
2020,,19.0,82.81
2019,,19.0,83.21
2018,,19.0,83.33
2017,,19.0,82.71
2016,,19.0,82.52
2015,,19.0,82.8
2014,,19.0,82.37
2013,,19.0,82.12
2012,,19.0,82.09
2011,,19.0,81.42
2010,,19.0,81.44
2009,,19.0,81.51
