Year,Gender,GeoCode,Value
2010,,d7,0.0
2009,,d7,2.3
2021,,d8,5.68
2020,,d8,2.76
2019,,d8,0.0
2018,,d8,5.22
2017,,d8,2.45
2016,,d8,2.26
2015,,d8,2.61
2014,,d8,2.31
2013,,d8,2.42
2012,,d8,2.33
2011,,d8,2.17
2010,,d8,6.21
2009,,d8,2.04
2021,,d9,3.3
2020,,d9,6.56
2019,,d9,0.0
2018,,d9,0.0
2017,,d9,6.04
2016,,d9,2.44
2015,,d9,0.0
2014,,d9,2.31
2013,,d9,0.0
2012,,d9,7.46
2011,,d9,2.05
2010,,d9,4.35
2009,,d9,0.0
2021,,d10,0.0
2020,,d10,0.0
2019,,d10,5.86
2018,,d10,5.69
2017,,d10,0.0
2016,,d10,1.76
2015,,d10,0.0
2014,,d10,1.68
2013,,d10,5.02
2012,,d10,3.05
2011,,d10,4.51
2010,,d10,3.0
2009,,d10,2.7
2021,,d11,5.22
2020,,d11,2.81
2019,,d11,2.7
2018,,d11,0.0
2017,,d11,7.26
2016,,d11,4.27
2015,,d11,0.0
2014,,d11,1.99
2013,,d11,2.02
2012,,d11,3.68
2011,,d11,0.0
2010,,d11,3.36
2009,,d11,3.26
2021,,d12,0.0
2020,,d12,0.0
2019,,d12,4.91
2018,,d12,2.28
2017,,d12,2.13
2016,,d12,0.0
2015,,d12,1.92
2014,,d12,3.66
2013,,d12,0.0
2012,,d12,3.38
2011,,d12,1.58
2010,,d12,1.47
2009,,d12,7.05
2021,,d13,0.0
2020,,d13,0.0
2019,,d13,4.44
2018,,d13,0.0
2017,,d13,8.1
2016,,d13,3.98
2015,,d13,4.22
2014,,d13,0.0
2013,,d13,0.0
2012,,d13,0.0
2011,,d13,0.0
2010,,d13,3.55
2009,,d13,0.0
2021,,d14,0.0
2020,,d14,0.0
2019,,d14,0.0
2018,,d14,0.0
2017,,d14,5.29
2016,,d14,0.0
2015,,d14,0.0
2014,,d14,0.0
2013,,d14,0.0
2012,,d14,4.69
2011,,d14,0.0
2010,,d14,0.0
2009,,d14,0.0
2021,,d15,0.0
2020,,d15,2.53
2019,,d15,2.27
2018,,d15,2.33
2017,,d15,0.0
2016,,d15,0.0
2015,,d15,0.0
2014,,d15,0.0
2013,,d15,3.84
2012,,d15,3.71
2011,,d15,5.12
2010,,d15,1.68
2009,,d15,1.58
2021,,d16,0.0
2020,,d16,0.0
2019,,d16,0.0
2018,,d16,5.1
2017,,d16,4.74
2016,,d16,6.96
2015,,d16,2.2
2014,,d16,0.0
2013,,d16,4.73
2012,,d16,0.0
2011,,d16,1.92
2010,,d16,2.05
2009,,d16,2.14
2021,,d18,0.0
2020,,d18,0.0
2019,,d18,0.0
2018,,d18,0.0
2017,,d18,8.93
2016,,d18,8.26
2015,,d18,0.0
2014,,d18,0.0
2013,,d18,7.69
2012,,d18,0.0
2011,,d18,0.0
2010,,d18,11.7
2009,,d18,0.0
2021,,d19,0.0
2020,,d19,0.0
2019,,d19,0.0
2018,,d19,0.0
2017,,d19,0.0
2016,,d19,5.81
2015,,d19,0.0
2014,,d19,0.0
2013,,d19,0.0
2012,,d19,0.0
2011,,d19,5.81
2010,,d19,0.0
2009,,d19,0.0
2021,,d171,0.0
2020,,d171,0.0
2019,,d171,0.0
2018,,d171,27.03
2017,,d171,0.0
2016,,d171,0.0
2015,,d171,0.0
2014,,d171,0.0
2013,,d171,0.0
2012,,d171,0.0
2011,,d171,0.0
2010,,d171,0.0
2009,,d171,0.0
2021,,d172,0.0
2020,,d172,0.0
2019,,d172,0.0
2018,,d172,27.03
2017,,d172,0.0
2016,,d172,0.0
2015,,d172,0.0
2014,,d172,0.0
2013,,d172,0.0
2012,,d172,0.0
2011,,d172,0.0
2010,,d172,0.0
2009,,d172,0.0
2021,,d173,0.0
2020,,d173,0.0
2019,,d173,0.0
2018,,d173,27.03
2017,,d173,0.0
2016,,d173,0.0
2015,,d173,0.0
2014,,d173,0.0
2013,,d173,0.0
2012,,d173,0.0
2011,,d173,0.0
2010,,d173,0.0
2009,,d173,0.0
2021,,d174,0.0
2020,,d174,0.0
2019,,d174,0.0
2018,,d174,27.03
2017,,d174,0.0
2016,,d174,0.0
2015,,d174,0.0
2014,,d174,0.0
2013,,d174,0.0
2012,,d174,0.0
2011,,d174,0.0
2010,,d174,0.0
2009,,d174,0.0
