Year,Gender,Age,Value
2012,,30 a 69,449033.0
2011,,30 a 69,448465.0
2010,,30 a 69,450080.5
2009,,30 a 69,451380.0
2019,,30 a 69,0.23
2018,,30 a 69,0.22
2017,,30 a 69,0.0
2016,,30 a 69,0.22
2015,,30 a 69,0.0
2014,,30 a 69,0.67
2013,,30 a 69,0.45
2012,,30 a 69,1.56
2011,,30 a 69,0.89
2010,,30 a 69,1.11
2009,,30 a 69,0.66
2019,,>=70,0.0
2018,,>=70,1.0
2017,,>=70,1.0
2016,,>=70,3.0
2015,,>=70,0.0
2014,,>=70,1.0
2013,,>=70,0.0
2012,,>=70,0.0
2011,,>=70,2.0
2010,,>=70,1.0
2009,,>=70,1.0
2021,,>=70,125609.0
2020,,>=70,124375.0
2019,,>=70,121614.0
2018,,>=70,119551.0
2017,,>=70,117657.0
2016,,>=70,115554.0
2015,,>=70,113294.0
2014,,>=70,111315.0
2013,,>=70,109439.0
2012,,>=70,108437.0
2011,,>=70,107810.0
2010,,>=70,105138.0
2009,,>=70,105676.0
2020,,>=70,124992.0
2019,,>=70,122994.5
2018,,>=70,120582.5
2017,,>=70,118604.0
2016,,>=70,116605.5
2015,,>=70,114424.0
2014,,>=70,112304.5
2013,,>=70,110377.0
2012,,>=70,108938.0
2011,,>=70,108123.5
2010,,>=70,106474.0
2009,,>=70,105407.0
2019,,>=70,0.0
2018,,>=70,0.83
2017,,>=70,0.84
2016,,>=70,2.57
2015,,>=70,0.0
2014,,>=70,0.89
2013,,>=70,0.0
2012,,>=70,0.0
2011,,>=70,1.85
2010,,>=70,0.94
2009,,>=70,0.95
