Year,Gender,GeoCode,Value
2014,,d15,211.93
2013,,d15,188.56
2012,,d15,177.57
2011,,d15,212.62
2010,,d15,203.67
2009,,d15,200.44
2021,,d16,201.68
2020,,d16,177.5
2019,,d16,185.58
2018,,d16,182.34
2017,,d16,201.29
2016,,d16,227.55
2015,,d16,165.75
2014,,d16,214.74
2013,,d16,211.54
2012,,d16,150.18
2011,,d16,215.5
2010,,d16,170.35
2009,,d16,169.75
2021,,d18,214.76
2020,,d18,237.54
2019,,d18,222.31
2018,,d18,128.85
2017,,d18,187.19
2016,,d18,227.48
2015,,d18,250.8
2014,,d18,241.56
2013,,d18,246.66
2012,,d18,126.14
2011,,d18,173.11
2010,,d18,211.05
2009,,d18,233.67
2021,,d19,265.8
2020,,d19,227.49
2019,,d19,212.84
2018,,d19,175.63
2017,,d19,194.2
2016,,d19,234.96
2015,,d19,229.42
2014,,d19,251.92
2013,,d19,225.53
2012,,d19,183.69
2011,,d19,234.35
2010,,d19,273.49
2009,,d19,210.08
2021,,d171,264.48
2020,,d171,53.68
2019,,d171,126.07
2018,,d171,179.94
2017,,d171,179.97
2016,,d171,233.73
2015,,d171,180.02
2014,,d171,90.4
2013,,d171,162.59
2012,,d171,216.1
2011,,d171,249.89
2010,,d171,141.34
2009,,d171,141.63
2021,,d172,264.48
2020,,d172,53.68
2019,,d172,126.07
2018,,d172,179.94
2017,,d172,179.97
2016,,d172,233.73
2015,,d172,180.02
2014,,d172,90.4
2013,,d172,162.59
2012,,d172,216.1
2011,,d172,249.89
2010,,d172,141.34
2009,,d172,141.63
2021,,d173,264.48
2020,,d173,53.68
2019,,d173,126.07
2018,,d173,179.94
2017,,d173,179.97
2016,,d173,233.73
2015,,d173,180.02
2014,,d173,90.4
2013,,d173,162.59
2012,,d173,216.1
2011,,d173,249.89
2010,,d173,141.34
2009,,d173,141.63
2021,,d174,264.48
2020,,d174,53.68
2019,,d174,126.07
2018,,d174,179.94
2017,,d174,179.97
2016,,d174,233.73
2015,,d174,180.02
2014,,d174,90.4
2013,,d174,162.59
2012,,d174,216.1
2011,,d174,249.89
2010,,d174,141.34
2009,,d174,141.63
