Year,Gender,GeoCode,Value
2017,,11.0,81.92
2018,,11.0,81.95
2019,,11.0,82.33
2020,,11.0,81.54
2009,,12.0,81.69
2010,,12.0,82.03
2011,,12.0,82.27
2012,,12.0,82.46
2013,,12.0,82.9
2014,,12.0,83.24
2015,,12.0,83.1
2016,,12.0,83.58
2017,,12.0,83.4
2018,,12.0,83.7
2019,,12.0,83.98
2020,,12.0,83.02
2009,,13.0,82.34
2010,,13.0,82.31
2011,,13.0,82.75
2012,,13.0,83.28
2013,,13.0,83.19
2014,,13.0,83.3
2015,,13.0,82.92
2016,,13.0,83.01
2017,,13.0,83.35
2018,,13.0,83.9
2019,,13.0,84.46
2020,,13.0,84.02
2009,,14.0,82.69
2010,,14.0,82.66
2011,,14.0,82.86
2012,,14.0,82.94
2013,,14.0,83.16
2014,,14.0,83.43
2015,,14.0,83.93
2016,,14.0,83.88
2017,,14.0,83.99
2018,,14.0,84.37
2019,,14.0,84.88
2020,,14.0,84.3
2009,,15.0,81.14
2010,,15.0,81.3
2011,,15.0,81.41
2012,,15.0,82.07
2013,,15.0,82.41
2014,,15.0,82.73
2015,,15.0,83.13
2016,,15.0,83.47
2017,,15.0,83.37
2018,,15.0,83.51
2019,,15.0,83.7
2020,,15.0,82.45
2009,,16.0,81.68
2010,,16.0,82.03
2011,,16.0,82.14
2012,,16.0,82.64
2013,,16.0,82.72
2014,,16.0,82.98
2015,,16.0,83.32
2016,,16.0,82.87
2017,,16.0,83.03
2018,,16.0,83.11
2019,,16.0,83.4
2020,,16.0,83.09
2009,,17.0,82.13
2010,,17.0,82.55
2011,,17.0,81.71
2012,,17.0,81.65
2013,,17.0,81.51
2014,,17.0,82.19
2015,,17.0,82.98
2016,,17.0,83.03
2017,,17.0,83.45
2018,,17.0,82.94
2019,,17.0,83.66
2020,,17.0,83.11
2009,,18.0,80.76
2010,,18.0,80.68
2011,,18.0,81.03
2012,,18.0,81.62
2013,,18.0,81.25
2014,,18.0,81.8
2015,,18.0,82.16
2016,,18.0,82.16
2017,,18.0,82.75
2018,,18.0,83.67
2019,,18.0,83.51
2020,,18.0,83.26
2009,,19.0,81.51
2010,,19.0,81.44
2011,,19.0,81.42
2012,,19.0,82.09
2013,,19.0,82.12
2014,,19.0,82.37
2015,,19.0,82.8
2016,,19.0,82.52
2017,,19.0,82.71
2018,,19.0,83.33
2019,,19.0,83.21
2020,,19.0,82.81
