Year,Sexe,GeoCode,Value
2017,,2.0,35151.0
2016,,2.0,34928.0
2015,,2.0,34686.0
2014,,2.0,34977.0
2013,,2.0,35449.0
2012,,2.0,35807.0
2011,,2.0,35627.0
2010,,2.0,36486.0
2009,,2.0,36467.0
2021,,3.0,40026.0
2020,,3.0,40152.0
2019,,3.0,39955.0
2018,,3.0,40127.0
2017,,3.0,39916.0
2016,,3.0,39726.0
2015,,3.0,39669.0
2014,,3.0,39795.0
2013,,3.0,40419.0
2012,,3.0,40753.0
2011,,3.0,40694.0
2010,,3.0,41406.0
2009,,3.0,41134.0
2021,,4.0,32760.0
2020,,4.0,32969.0
2019,,4.0,32902.0
2018,,4.0,32992.0
2017,,4.0,32806.0
2016,,4.0,32777.0
2015,,4.0,32541.0
2014,,4.0,32501.0
2013,,4.0,32595.0
2012,,4.0,32646.0
2011,,4.0,32440.0
2010,,4.0,32591.0
2009,,4.0,32369.0
2021,,5.0,38794.0
2020,,5.0,39027.0
2019,,5.0,38752.0
2018,,5.0,39106.0
2017,,5.0,38672.0
2016,,5.0,38720.0
2015,,5.0,38732.0
2014,,5.0,38961.0
2013,,5.0,39800.0
2012,,5.0,40347.0
2011,,5.0,40577.0
2010,,5.0,41742.0
2009,,5.0,42190.0
2021,,6.0,25122.0
2020,,6.0,25139.0
2019,,6.0,25129.0
2018,,6.0,25412.0
2017,,6.0,25168.0
2016,,6.0,25111.0
2015,,6.0,25290.0
2014,,6.0,25724.0
2013,,6.0,26269.0
2012,,6.0,26378.0
2011,,6.0,26532.0
2010,,6.0,26958.0
2009,,6.0,27361.0
2021,,7.0,40780.0
2020,,7.0,40762.0
2019,,7.0,40138.0
2018,,7.0,40223.0
2017,,7.0,39810.0
2016,,7.0,39710.0
2015,,7.0,39658.0
2014,,7.0,39784.0
2013,,7.0,40332.0
2012,,7.0,40939.0
2011,,7.0,41499.0
2010,,7.0,42559.0
2009,,7.0,43218.0
2021,,8.0,49070.0
2020,,8.0,49488.0
2019,,8.0,49487.0
2018,,8.0,49952.0
2017,,8.0,49748.0
2016,,8.0,49874.0
2015,,8.0,49875.0
2014,,8.0,50119.0
2013,,8.0,50605.0
2012,,8.0,50935.0
2011,,8.0,51209.0
2010,,8.0,52040.0
2009,,8.0,52369.0
2021,,9.0,44394.0
2020,,9.0,44954.0
2019,,9.0,44892.0
2018,,9.0,45178.0
2017,,9.0,44822.0
2016,,9.0,45023.0
2015,,9.0,44842.0
2014,,9.0,45008.0
2013,,9.0,45567.0
2012,,9.0,46137.0
2011,,9.0,46274.0
2010,,9.0,47427.0
2009,,9.0,47770.0
2021,,10.0,62488.0
2020,,10.0,62876.0
2019,,10.0,62463.0
2018,,10.0,62883.0
2017,,10.0,62787.0
2016,,10.0,62964.0
2015,,10.0,62619.0
2014,,10.0,62733.0
2013,,10.0,63173.0
2012,,10.0,63737.0
2011,,10.0,63998.0
2010,,10.0,65635.0
2009,,10.0,66497.0
2021,,11.0,47443.0
2020,,11.0,47407.0
2019,,11.0,47611.0
2018,,11.0,48782.0
2017,,11.0,48541.0
2016,,11.0,49527.0
2015,,11.0,49742.0
2014,,11.0,50033.0
2013,,11.0,50728.0
2012,,11.0,51274.0
2011,,11.0,51553.0
2010,,11.0,52317.0
2009,,11.0,52583.0
2021,,12.0,57053.0
2020,,12.0,57052.0
2019,,12.0,56830.0
2018,,12.0,57476.0
2017,,12.0,57026.0
2016,,12.0,57025.0
2015,,12.0,56594.0
2014,,12.0,56471.0
2013,,12.0,57160.0
2012,,12.0,57455.0
2011,,12.0,57678.0
2010,,12.0,58330.0
2009,,12.0,58341.0
2021,,13.0,29703.0
2020,,13.0,30157.0
2019,,13.0,30488.0
2018,,13.0,31127.0
2017,,13.0,31251.0
2016,,13.0,31598.0
2015,,13.0,31840.0
2014,,13.0,32105.0
2013,,13.0,32733.0
2012,,13.0,33382.0
2011,,13.0,33746.0
2010,,13.0,34844.0
2009,,13.0,35516.0
2021,,14.0,23957.0
2020,,14.0,24147.0
2019,,14.0,24326.0
2018,,14.0,24801.0
2017,,14.0,24851.0
2016,,14.0,25055.0
2015,,14.0,24926.0
2014,,14.0,25065.0
2013,,14.0,25248.0
2012,,14.0,25674.0
2011,,14.0,26093.0
2010,,14.0,26630.0
2009,,14.0,27010.0
2021,,15.0,47036.0
2020,,15.0,47198.0
2019,,15.0,46657.0
2018,,15.0,46712.0
2017,,15.0,46092.0
2016,,15.0,46178.0
2015,,15.0,45810.0
2014,,15.0,45728.0
2013,,15.0,46548.0
2012,,15.0,46938.0
2011,,15.0,47127.0
2010,,15.0,48127.0
2009,,15.0,48659.0
2021,,16.0,41024.0
2020,,16.0,41229.0
2019,,16.0,40677.0
2018,,16.0,40492.0
2017,,16.0,39988.0
2016,,16.0,39993.0
2015,,16.0,39646.0
2014,,16.0,39519.0
2013,,16.0,39898.0
2012,,16.0,40005.0
2011,,16.0,39811.0
2010,,16.0,40025.0
2009,,16.0,40091.0
2021,,17.0,5631.0
2020,,17.0,5546.0
2019,,17.0,5559.0
2018,,17.0,5556.0
2017,,17.0,5557.0
2016,,17.0,5567.0
2015,,17.0,5543.0
2014,,17.0,5519.0
2013,,17.0,5552.0
2012,,17.0,5554.0
2011,,17.0,5651.0
2010,,17.0,5669.0
2009,,17.0,5628.0
2021,,18.0,12598.0
2020,,18.0,12661.0
2019,,18.0,12529.0
2018,,18.0,12306.0
2017,,18.0,12268.0
2016,,18.0,12350.0
2015,,18.0,12371.0
2014,,18.0,12468.0
2013,,18.0,12668.0
2012,,18.0,12700.0
2011,,18.0,12718.0
2010,,18.0,12868.0
2009,,18.0,12809.0
2021,,19.0,18053.0
2020,,19.0,17992.0
2019,,19.0,17716.0
2018,,19.0,17586.0
2017,,19.0,17430.0
2016,,19.0,17469.0
2015,,19.0,17401.0
2014,,19.0,17531.0
2013,,19.0,17941.0
2012,,19.0,17989.0
2011,,19.0,17855.0
2010,,19.0,17978.0
2009,,19.0,18198.0
2020,,1.0,250.39
2019,,1.0,213.79
2018,,1.0,253.73
2017,,1.0,259.41
2016,,1.0,266.5
2015,,1.0,232.82
2014,,1.0,240.19
2013,,1.0,281.5
2012,,1.0,244.32
2011,,1.0,315.95
2010,,1.0,249.71
2009,,1.0,263.72
2020,,2.0,192.29
2019,,2.0,158.67
2018,,2.0,167.21
2017,,2.0,212.81
2016,,2.0,154.11
2015,,2.0,255.7
2014,,2.0,226.81
2013,,2.0,181.75
2012,,2.0,165.6
2011,,2.0,226.78
2010,,2.0,183.05
2009,,2.0,205.61
2020,,3.0,256.93
2019,,3.0,194.74
2018,,3.0,184.81
2017,,3.0,209.89
2016,,3.0,231.03
2015,,3.0,216.64
2014,,3.0,236.59
2013,,3.0,184.51
2012,,3.0,216.82
2011,,3.0,230.82
2010,,3.0,197.32
2009,,3.0,191.42
2020,,4.0,188.65
2019,,4.0,203.43
2018,,4.0,163.9
2017,,4.0,182.38
2016,,4.0,170.78
2015,,4.0,192.9
2014,,4.0,175.27
2013,,4.0,165.91
2012,,4.0,208.46
2011,,4.0,169.01
2010,,4.0,175.3
2009,,4.0,200.12
2020,,5.0,223.59
2019,,5.0,213.43
2018,,5.0,179.81
2017,,5.0,272.57
2016,,5.0,237.75
2015,,5.0,232.4
2014,,5.0,185.34
2013,,5.0,182.83
2012,,5.0,249.54
2011,,5.0,182.89
2010,,5.0,221.09
2009,,5.0,202.54
2020,,6.0,163.15
2019,,6.0,139.25
2018,,6.0,189.94
2017,,6.0,158.17
2016,,6.0,175.02
2015,,6.0,162.7
2014,,6.0,188.18
2013,,6.0,153.87
2012,,6.0,136.76
2011,,6.0,196.56
2010,,6.0,183.21
2009,,6.0,176.73
2020,,7.0,242.82
2019,,7.0,224.97
2018,,7.0,201.59
2017,,7.0,304.87
2016,,7.0,254.02
2015,,7.0,241.91
2014,,7.0,271.9
2013,,7.0,262.12
2012,,7.0,246.09
2011,,7.0,225.62
2010,,7.0,230.79
2009,,7.0,235.49
2020,,8.0,247.57
2019,,8.0,153.57
2018,,8.0,199.12
2017,,8.0,204.61
2016,,8.0,222.84
2015,,8.0,228.57
2014,,8.0,240.01
2013,,8.0,236.29
2012,,8.0,222.57
2011,,8.0,189.93
2010,,8.0,228.57
2009,,8.0,203.05
2020,,9.0,248.47
2019,,9.0,213.7
2018,,9.0,202.07
2017,,9.0,197.78
2016,,9.0,202.57
2015,,9.0,222.56
2014,,9.0,211.46
2013,,9.0,223.02
2012,,9.0,198.46
2011,,9.0,240.23
2010,,9.0,239.06
2009,,9.0,203.79
2020,,10.0,245.68
2019,,10.0,239.35
2018,,10.0,224.98
2017,,10.0,210.07
2016,,10.0,213.12
2015,,10.0,205.44
2014,,10.0,240.92
2013,,10.0,231.92
2012,,10.0,209.6
2011,,10.0,227.03
2010,,10.0,194.39
2009,,10.0,243.7
2020,,11.0,261.47
2019,,11.0,265.21
2018,,11.0,232.38
2017,,11.0,246.6
2016,,11.0,265.12
2015,,11.0,310.27
2014,,11.0,246.55
2013,,11.0,236.2
2012,,11.0,264.7
2011,,11.0,225.62
2010,,11.0,248.39
2009,,11.0,247.86
2020,,12.0,224.35
2019,,12.0,208.99
2018,,12.0,183.72
2017,,12.0,183.4
2016,,12.0,178.87
2015,,12.0,209.47
2014,,12.0,214.04
2013,,12.0,170.73
2012,,12.0,195.44
2011,,12.0,194.56
2010,,12.0,217.23
2009,,12.0,209.14
2020,,13.0,227.2
2019,,13.0,181.38
2018,,13.0,217.48
2017,,13.0,224.44
2016,,13.0,241.85
2015,,13.0,258.52
2014,,13.0,284.62
2013,,13.0,252.94
2012,,13.0,178.48
2011,,13.0,196.64
2010,,13.0,209.94
2009,,13.0,201.82
2020,,14.0,166.31
2019,,14.0,160.91
2018,,14.0,215.77
2017,,14.0,193.35
2016,,14.0,248.47
2015,,14.0,184.07
2014,,14.0,216.04
2013,,14.0,202.73
2012,,14.0,161.03
2011,,14.0,227.94
2010,,14.0,227.6
2009,,14.0,227.44
2020,,15.0,231.34
2019,,15.0,172.61
2018,,15.0,224.91
2017,,15.0,232.75
2016,,15.0,190.74
2015,,15.0,197.85
2014,,15.0,211.93
2013,,15.0,188.56
2012,,15.0,177.57
2011,,15.0,212.62
2010,,15.0,203.67
2009,,15.0,200.44
2020,,16.0,177.5
2019,,16.0,185.58
2018,,16.0,182.34
2017,,16.0,201.29
2016,,16.0,227.55
2015,,16.0,165.75
2014,,16.0,214.74
2013,,16.0,211.54
2012,,16.0,150.18
2011,,16.0,215.5
2010,,16.0,170.35
2009,,16.0,169.75
2020,,17.0,53.68
2019,,17.0,126.07
2018,,17.0,179.94
2017,,17.0,179.97
2016,,17.0,233.73
2015,,17.0,180.02
2014,,17.0,90.4
2013,,17.0,162.59
2012,,17.0,216.1
2011,,17.0,249.89
2010,,17.0,141.34
2009,,17.0,141.63
2020,,18.0,237.54
2019,,18.0,222.31
2018,,18.0,128.85
2017,,18.0,187.19
2016,,18.0,227.48
2015,,18.0,250.8
2014,,18.0,241.56
2013,,18.0,246.66
2012,,18.0,126.14
2011,,18.0,173.11
2010,,18.0,211.05
2009,,18.0,233.67
2020,,19.0,227.49
2019,,19.0,212.84
2018,,19.0,175.63
2017,,19.0,194.2
2016,,19.0,234.96
2015,,19.0,229.42
2014,,19.0,251.92
2013,,19.0,225.53
2012,,19.0,183.69
2011,,19.0,234.35
2010,,19.0,273.49
2009,,19.0,210.08
