Year,Gender,Age,GeoCode,Value
2019,,>=70,,122994.5
2018,,>=70,,120582.5
2017,,>=70,,118604
2016,,>=70,,116605.5
2015,,>=70,,114424
2014,,>=70,,112304.5
2013,,>=70,,110377
2012,,>=70,,108938
2011,,>=70,,108123.5
2010,,>=70,,106474
2009,,>=70,,105407
2019,,>=70,,8.13
2018,,>=70,,6.63
2017,,>=70,,7.59
2016,,>=70,,5.15
2015,,>=70,,6.12
2014,,>=70,,6.23
2013,,>=70,,9.06
2012,,>=70,,3.67
2011,,>=70,,13.87
2010,,>=70,,8.45
2009,,>=70,,9.49
2015,,,1,3
2015,,,2,5
2015,,,3,9
2015,,,4,5
2015,,,5,4
2015,,,6,4
2015,,,7,5
2015,,,8,11
2015,,,9,7
2015,,,10,14
2015,,,11,11
2015,,,12,10
2015,,,13,8
2015,,,14,6
2015,,,15,11
2015,,,16,7
2015,,,17,1
2015,,,18,2
2015,,,19,2
2021,,,1,27525
2020,,,1,27418
2019,,,1,27070
2018,,,1,27259
2017,,,1,26810
2016,,,1,26769
2015,,,1,26472
2014,,,1,26221
2013,,,1,26373
2012,,,1,26368
2011,,,1,25854
2010,,,1,25944
2009,,,1,25924
2021,,,2,42853
2020,,,2,42826
2019,,,2,42618
2018,,,2,42778
2017,,,2,42615
2016,,,2,42406
2015,,,2,42180
2014,,,2,42411
2013,,,2,42840
2012,,,2,43190
2011,,,2,43117
2010,,,2,43914
2009,,,2,44099
2021,,,3,48728
2020,,,3,48877
2019,,,3,48617
2018,,,3,48762
2017,,,3,48475
2016,,,3,48287
2015,,,3,48208
2014,,,3,48302
2013,,,3,49001
2012,,,3,49377
2011,,,3,49410
2010,,,3,50036
2009,,,3,49940
2021,,,4,38674
2020,,,4,38736
2019,,,4,38338
2018,,,4,38164
2017,,,4,37774
2016,,,4,37562
2015,,,4,37084
2014,,,4,36889
2013,,,4,36807
2012,,,4,36725
2011,,,4,36442
2010,,,4,36399
2009,,,4,36123
2021,,,5,47274
2020,,,5,47491
2019,,,5,47092
2018,,,5,47383
2017,,,5,46891
2016,,,5,46818
2015,,,5,46718
2014,,,5,46873
2013,,,5,47617
2012,,,5,48168
2011,,,5,48337
2010,,,5,49324
2009,,,5,49775
2021,,,6,30667
2020,,,6,30644
2019,,,6,30538
2018,,,6,30706
2017,,,6,30362
2016,,,6,30116
2015,,,6,30124
2014,,,6,30428
2013,,,6,30858
2012,,,6,30843
2011,,,6,30887
2010,,,6,31160
2009,,,6,31536
2021,,,7,49186
2020,,,7,49250
2019,,,7,48550
2018,,,7,48639
2017,,,7,48311
2016,,,7,48221
2015,,,7,48105
2014,,,7,48186
2013,,,7,48635
2012,,,7,49231
2011,,,7,49703
2010,,,7,50607
2009,,,7,51324
2021,,,8,57833
2020,,,8,58053
2019,,,8,57783
2018,,,8,57972
2017,,,8,57630
2016,,,8,57573
2015,,,8,57356
2014,,,8,57352
2013,,,8,57629
2012,,,8,57808
2011,,,8,57999
2010,,,8,58629
2009,,,8,58947
2021,,,9,52489
2020,,,9,52917
2019,,,9,52623
2018,,,9,52708
2017,,,9,52226
2016,,,9,52261
2015,,,9,51943
2014,,,9,52019
2013,,,9,52395
2012,,,9,52879
2011,,,9,53041
2010,,,9,53971
2009,,,9,54330
2021,,,10,74308
2020,,,10,74518
2019,,,10,73915
2018,,,10,74116
2017,,,10,73769
2016,,,10,73664
2015,,,10,73067
2014,,,10,72916
2013,,,10,73132
2012,,,10,73661
2011,,,10,73809
2010,,,10,75038
2009,,,10,75850
2021,,,11,55760
2020,,,11,55725
2019,,,11,55843
2018,,,11,56923
2017,,,11,56643
2016,,,11,57590
2015,,,11,57710
2014,,,11,57893
2013,,,11,58539
2012,,,11,59180
2011,,,11,59492
2010,,,11,60156
2009,,,11,60575
2021,,,12,65981
2020,,,12,65890
2019,,,12,65451
2018,,,12,65927
2017,,,12,65320
2016,,,12,65119
2015,,,12,64536
2014,,,12,64245
2013,,,12,64746
2012,,,12,64888
2011,,,12,65016
2010,,,12,65487
2009,,,12,65444
2021,,,13,36390
2020,,,13,36657
2019,,,13,36711
2018,,,13,37170
2017,,,13,37043
2016,,,13,37191
2015,,,13,37210
2014,,,13,37322
2013,,,13,37849
2012,,,13,38421
2011,,,13,38686
2010,,,13,39647
2009,,,13,40307
2021,,,14,28575
2020,,,14,28686
2019,,,14,28718
2018,,,14,29091
2017,,,14,29038
2016,,,14,29096
2015,,,14,28868
2014,,,14,28926
2013,,,14,29046
2012,,,14,29411
2011,,,14,29799
2010,,,14,30243
2009,,,14,30626
2021,,,15,54130
2020,,,15,54233
2019,,,15,53570
2018,,,15,53499
2017,,,15,52764
2016,,,15,52749
2015,,,15,52210
2014,,,15,52000
2013,,,15,52644
2012,,,15,52949
2011,,,15,53058
2010,,,15,53853
2009,,,15,54372
2021,,,16,47385
2020,,,16,47421
2019,,,16,46699
2018,,,16,46359
2017,,,16,45638
2016,,,16,45460
2015,,,16,44931
2014,,,16,44644
2013,,,16,44881
2012,,,16,44839
2011,,,16,44561
2010,,,16,44603
2009,,,16,44684
2021,,,17,6657
2020,,,17,6582
2019,,,17,6566
2018,,,17,6548
2017,,,17,6535
2016,,,17,6529
2015,,,17,6478
2014,,,17,6458
2013,,,17,6480
2012,,,17,6485
2011,,,17,6593
2010,,,17,6600
2009,,,17,6579
2021,,,18,14544
2020,,,18,14581
2019,,,18,14387
2018,,,18,14099
2017,,,18,14005
2016,,,18,13993
2015,,,18,13969
2014,,,18,14024
2013,,,18,14189
2012,,,18,14203
2011,,,18,14235
2010,,,18,14348
2009,,,18,14307
2021,,,19,21221
2020,,,19,21040
2019,,,19,20647
2018,,,19,20435
2017,,,19,20237
2016,,,19,20228
2015,,,19,20097
2014,,,19,20192
2013,,,19,20567
2012,,,19,20562
2011,,,19,20430
2010,,,19,20485
2009,,,19,20698
2015,,,1,2.29
2015,,,2,2.34
2015,,,3,3.68
2015,,,4,2.72
2015,,,5,1.68
2015,,,6,2.61
2015,,,7,2.05
2015,,,8,3.82
2015,,,9,2.67
2015,,,10,3.82
2015,,,11,3.76
2015,,,12,3.09
2015,,,13,4.22
2015,,,14,4.11
2015,,,15,4.18
2015,,,16,3.13
2015,,,17,3.08
2015,,,18,2.83
2015,,,19,1.96
