Year,Gender,Age,GeoCode,Value
2015,,,,36.8
2018,,,,16.5
2017,,,,18.9
2016,,,,23.3
2015,,,,24
2018,,,,18.6
2017,,,,21.7
2016,,,,23.9
2015,,,,26.9
2018,,,,22.2
2017,,,,28.7
2016,,,,28
2015,,,,29.8
2018,,,,23
2017,,,,23.5
2016,,,,25.2
2015,,,,28.6
2018,,,,19.1
2017,,,,20.4
2016,,,,24.2
2015,,,,24.4
2018,,,,17.7
2017,,,,16.2
2016,,,,18.2
2015,,,,17.8
2018,,,,10.3
2017,,,,11
2016,,,,10.6
2015,,,,14.3
2018,,,,13.5
2017,,,,13.9
2016,,,,17
2015,,,,14.8
2018,,,,14.6
2017,,,,14.6
2016,,,,15.4
2015,,,,14
2018,,,,14.3
2017,,,,15.8
2016,,,,18.2
2015,,,,18
2018,,,,13.1
2017,,,,15.8
2016,,,,17.1
2015,,,,21.1
2018,,,,13.8
2017,,,,15.4
2016,,,,18.3
2015,,,,15.7
2018,,,,18.6
2017,,,,22.1
2016,,,,21.1
2015,,,,22.9
2018,,,,16.4
2017,,,,19.9
2016,,,,26.7
2015,,,,26.2
2018,,,,20.5
2017,,,,24.1
2016,,,,25
2015,,,,26
2018,,,,18.7
2017,,,,21.6
2016,,,,26.4
2015,,,,27.5
2018,,,,14.4
2017,,,,19.7
2016,,,,23.3
2015,,,,20.8
2018,,,,21.8
2017,,,,22.8
2016,,,,30
2015,,,,29.8
2018,,,,16.2
2017,,,,19.5
2016,,,,21.1
2015,,,,24.5
2018,,,,24
2017,,,,28.3
2016,,,,33.1
2015,,,,34.6
2018,,,,15.3
2017,,,,16.5
2016,,,,20
2015,,,,23.1
2018,,,,16
2017,,,,18.8
2016,,,,18.5
2015,,,,21.1
2018,,,,26.3
2017,,,,31.6
2016,,,,33.4
2015,,,,33.7
2018,,,,24.5
2017,,,,28.8
2016,,,,26.7
2015,,,,28.4
2018,,,,20.3
2017,,,,23.3
2016,,,,28.9
2015,,,,29.6
2018,,,,15.1
2017,,,,18.7
2016,,,,20.6
2015,,,,21.4
2018,,,,18.9
2017,,,,17.7
2016,,,,21.4
2015,,,,21.7
2018,,,,15.7
2017,,,,19.9
2016,,,,21.4
2015,,,,22.4
2018,,,,25.6
2017,,,,29.1
2016,,,,32.1
2015,,,,30.8
2018,,,,25.2
2017,,,,25.3
2016,,,,27.2
2015,,,,32.1
2018,,,,31.4
2017,,,,37.2
2016,,,,43.3
2015,,,,43.5
2018,,,,22.4
2017,,,,27
2016,,,,30.9
2015,,,,31.8
2018,,,,21.5
2017,,,,23.9
2016,,,,25.4
2015,,,,26.1
2018,,,,9.9
2017,,,,9.6
2016,,,,10.9
2015,,,,11.7
2018,,,,8.6
2017,,,,7
2016,,,,7.7
2015,,,,9.4
2018,,,,9.6
2017,,,,8.4
2016,,,,12.4
2015,,,,8.3
2018,,,,8.9
2017,,,,8.1
2016,,,,9.5
2015,,,,11
2018,,,,6.6
2017,,,,6.9
2016,,,,5.9
2015,,,,8.4
2018,,,,5.3
2017,,,,6.3
2016,,,,8.8
2015,,,,9.3
2018,,,,9.7
2017,,,,12.6
2016,,,,11.9
2015,,,,12.5
2018,,,,12.6
2017,,,,12.7
2016,,,,14
2015,,,,16.1
2018,,,,12.5
2017,,,,12
2016,,,,11.6
2015,,,,14
2018,,,,9.5
2017,,,,13.9
2016,,,,13.1
2015,,,,15.7
2018,,,,8.6
2017,,,,9
2016,,,,9.2
2015,,,,11
2018,,,,9.8
2017,,,,8.9
2016,,,,9.7
2015,,,,15.2
2018,,,,10.7
2017,,,,13.6
2016,,,,13
2015,,,,14.1
2018,,,,11
2017,,,,12.7
2016,,,,13.6
2015,,,,14.4
2018,,,,10.4
2017,,,,13.4
2016,,,,13.1
2015,,,,14.2
2018,,,,10.8
2017,,,,12.9
2016,,,,12.1
2015,,,,13.8
2018,,,,9.7
2017,,,,11.9
2016,,,,11.3
2015,,,,12.5
2018,,,,9.7
2017,,,,11
2016,,,,12
2015,,,,14.1
2018,,,,9
2017,,,,9.9
2016,,,,12.9
2015,,,,11.8
2018,,,,10.9
2017,,,,16.5
2016,,,,20.2
2015,,,,18.4
2018,,,,17.8
2017,,,,21
2016,,,,22.3
2015,,,,22.1
2018,,,,28.4
2017,,,,32.1
2016,,,,34.3
2015,,,,36.2
2018,,,,12.7
2017,,,,16.8
2016,,,,19.6
2015,,,,20
2018,,,,20.1
2017,,,,21.2
2016,,,,26.1
2015,,,,24.6
2018,,,,30.8
2017,,,,32.2
2016,,,,37.3
2015,,,,35.7
2018,,,,22.7
2017,,,,35.8
2016,,,,38
2015,,,,31.9
2017,,,,16
2016,,,,18.2
2015,,,,22.8
2018,,,,16.7
2017,,,,17.5
2016,,,,19.4
2015,,,,19.9
2018,,,,21.2
2017,,,,23.2
2016,,,,27.1
2015,,,,31.6
2018,,,,18.1
2017,,,,18.8
2016,,,,23.6
2015,,,,24.5
2018,,,,18.2
2017,,,,20.9
2016,,,,22.7
2015,,,,22.6
2018,,,,14.2
2017,,,,17
2016,,,,16.4
2015,,,,18.1
2018,,,,24.5
2017,,,,27.5
2016,,,,30.2
2015,,,,33
2018,,,,15.4
2017,,,,18.2
2016,,,,17.6
2015,,,,18.4
2018,,,,17.1
2017,,,,24
2016,,,,22.8
2015,,,,24.1
2018,,,,12.7
2017,,,,17.1
2016,,,,17.1
2015,,,,19.8
2018,,,,13.9
2017,,,,16.7
2016,,,,18.3
2015,,,,21.8
2018,,,,23.4
2017,,,,27.4
2016,,,,31
2015,,,,32
2018,,,,14.9
2017,,,,21.7
2016,,,,24.2
2015,,,,24.8
2018,,,,26.1
2017,,,,27.5
2016,,,,29.4
2015,,,,27.9
2018,,,,22.3
2017,,,,23.8
2016,,,,25.2
2015,,,,27.9
2018,,,,15.3
2017,,,,14.3
2016,,,,15.1
2015,,,,14.3
2018,,,,13.6
2017,,,,16.6
2016,,,,18.1
2015,,,,19.8
2018,,,,14.8
2017,,,,17.1
2016,,,,19.4
2015,,,,17.6
2018,,,,22.9
2017,,,,24.5
2016,,,,24
2015,,,,22.7
2018,,,,12
2017,,,,12.5
2016,,,,17.4
2015,,,,16.3
2018,,,,18
2017,,,,21.3
2016,,,,22.4
2015,,,,24.1
2018,,,,21.9
2017,,,,22.5
2016,,,,26.6
2015,,,,28.7
2018,,,,11.2
2017,,,,12.6
2016,,,,14
2015,,,,13.6
2018,,,,23.2
2017,,,,23.2
2016,,,,22.6
2015,,,,27.3
2018,,,,21.6
2017,,,,24
2016,,,,25.3
2015,,,,23.9
2018,,,,15.4
2017,,,,17
2016,,,,20
2015,,,,20.1
2018,,,,16.3
2017,,,,21.2
2016,,,,20.9
2015,,,,20.4
2018,,,,13.9
2017,,,,12.5
2016,,,,14.2
2015,,,,16.6
2018,,,,21.7
2017,,,,23.5
2016,,,,24
2015,,,,25.8
2018,,,,23.4
2017,,,,26.3
2016,,,,24.2
2015,,,,27
2018,,,,10.1
2017,,,,11.1
2016,,,,11.9
2015,,,,10.9
2018,,,,15.8
2017,,,,16.2
2016,,,,18
2015,,,,17.7
2018,,,,31.4
2017,,,,36
2016,,,,37.8
2015,,,,41.9
2018,,,,18.2
2017,,,,19.3
2016,,,,23.1
2015,,,,23.5
2018,,,,23.5
2017,,,,23
2016,,,,27.8
2015,,,,30.8
2018,,,,10.7
2017,,,,11.3
2016,,,,12
2015,,,,13
2018,,,,10.8
2017,,,,13.8
2016,,,,15.9
2015,,,,17.3
2018,,,,25.5
2017,,,,26.4
2016,,,,30
2015,,,,31.7
2018,,,,34.2
2017,,,,31.2
2016,,,,37.1
2015,,,,34.4
2018,,,,34
2017,,,,40.3
2016,,,,39.8
2015,,,,41.9
2018,,,,24.7
2017,,,,24.6
2016,,,,26.5
2015,,,,26.3
2018,,,,33.4
2017,,,,33.9
2016,,,,33.6
2015,,,,32.3
2018,,,,46.6
2017,,,,45.6
2016,,,,50.5
2015,,,,51.9
2018,,,,40
2017,,,,37
2016,,,,41.8
2015,,,,41.5
2018,,,,38.4
2017,,,,39.9
2016,,,,42
2015,,,,42.6
2018,,,,42.8
2017,,,,41.7
2016,,,,42.9
2015,,,,43
2018,,,,16.8
2017,,,,19.7
2016,,,,19.4
2015,,,,21.5
2018,,,,12.5
2017,,,,12.4
2016,,,,13.8
2015,,,,14.8
2018,,,,8.7
2017,,,,11.4
2016,,,,12.3
2015,,,,12.3
2018,,,,19.2
2017,,,,20.8
2016,,,,20.6
2015,,,,20.4
2018,,,,15.3
2017,,,,17.5
2016,,,,18.9
2015,,,,20
2018,,,,20.9
2017,,,,22.3
2016,,,,25
2015,,,,24.7
2018,,,,27
2017,,,,27.8
2016,,,,30.1
2015,,,,29.7
2018,,,,12.4
2017,,,,12
2016,,,,13.3
2015,,,,13.6
2018,,,,15.4
2017,,,,16.4
2016,,,,18.1
2015,,,,20.5
2018,,,,11.2
2017,,,,11.5
2016,,,,13.2
2015,,,,14.6
2018,,,,9.5
2017,,,,14.1
2016,,,,16.4
2015,,,,16.1
2018,,,,9.1
2017,,,,12.7
2016,,,,14.7
2015,,,,13.7
2018,,,,21.4
2017,,,,23.3
2016,,,,25.4
2015,,,,25
2018,,,,37.7
2017,,,,38.9
2016,,,,44.4
2015,,,,43.9
2018,,,,43.1
2017,,,,49
2016,,,,49.9
2015,,,,52.6
2018,,,,30.9
2017,,,,35.5
2016,,,,36.4
2015,,,,40
2018,,,,33.4
2017,,,,35.6
2016,,,,38.9
2015,,,,38.6
2018,,,,29.3
2017,,,,32.6
2016,,,,34.8
2015,,,,32.9
2018,,,,30.7
2017,,,,29.7
2016,,,,31.8
2015,,,,32.7
2018,,,,24
2017,,,,26
2016,,,,27.8
2015,,,,29.3
2018,,,,36.8
2017,,,,42.5
2016,,,,45.7
2015,,,,48.2
2018,,,,21.9
2017,,,,25.3
2016,,,,22.9
2015,,,,22.7
2018,,,,27.1
2017,,,,28.7
2016,,,,31.5
2015,,,,36.3
2018,,,,22.1
2017,,,,24.7
2016,,,,24.1
2015,,,,23.5
2018,,,,34.7
2017,,,,41.2
2016,,,,41
2015,,,,45.2
2018,,,,30.1
2017,,,,35.3
2016,,,,42
2015,,,,40.9
2018,,,,20
2017,,,,24.5
2016,,,,25.6
2015,,,,28.7
2018,,,,32.9
2017,,,,36.4
2016,,,,40.4
2015,,,,46.4
2018,,,,23.9
2017,,,,37.5
2016,,,,42.8
2015,,,,42.8
2017,,,,21.9
2016,,,,24.2
2015,,,,26.1
2018,,,,35.5
2017,,,,38
2016,,,,42.3
2015,,,,42.9
2018,,,,24.5
2017,,,,27.6
2016,,,,32.1
2015,,,,33.8
2018,,,,23.4
2017,,,,25.9
2016,,,,28
2015,,,,29.5
2018,,,,20.8
2017,,,,25.6
2016,,,,24
2015,,,,23.3
2018,,,,20.1
2017,,,,23.1
2016,,,,25.3
2015,,,,24.1
2018,,,,14.8
2017,,,,17.3
2016,,,,20.5
2015,,,,19.6
2018,,,,41.7
2017,,,,45
2016,,,,49.6
2015,,,,47.9
2018,,,,36.6
2017,,,,39.6
2016,,,,38.7
2015,,,,42.4
2018,,,,24.5
2017,,,,28.4
2016,,,,32.4
2015,,,,32.5
2018,,,,52.4
2017,,,,56
2016,,,,57.7
2015,,,,53.7
2018,,,,39
2017,,,,38.7
2016,,,,39.8
2015,,,,43.1
2018,,,,24.7
2017,,,,29.4
2016,,,,30.4
2015,,,,32.4
2018,,,,14.2
2017,,,,20.5
2016,,,,23.7
2015,,,,24.1
2018,,,,24.4
2017,,,,26.7
2016,,,,28.1
2015,,,,27.8
2018,,,,18.4
2017,,,,21.6
2016,,,,23.9
2015,,,,23.6
2018,,,,19.1
2017,,,,20.8
2016,,,,23.5
2015,,,,24.6
2018,,,,23.7
2017,,,,28.2
2016,,,,31.3
2015,,,,31.5
2018,,,,20
2017,,,,22.2
2016,,,,23.4
2015,,,,24.5
2018,,,,10.1
2017,,,,12.7
2016,,,,13.1
2015,,,,14.1
2018,,,,7.2
2017,,,,10.4
2016,,,,9.1
2015,,,,10.1
2018,,,,12.2
2017,,,,12.7
2016,,,,12
2015,,,,14.8
2018,,,,11
2017,,,,13.8
2016,,,,14.3
2015,,,,17
2018,,,,5.9
2017,,,,6.4
2016,,,,7.5
2015,,,,7.4
2018,,,,11
2017,,,,10.5
2016,,,,11.9
2015,,,,12.9
2018,,,,12.5
2017,,,,11.9
2016,,,,14.7
2015,,,,15.2
2018,,,,29.1
2017,,,,34.6
2016,,,,37.8
2015,,,,33.7
2018,,,,38.3
2017,,,,41.8
2016,,,,43
2015,,,,47.8
2018,,,,20.2
2017,,,,20.7
2016,,,,21.1
2015,,,,22.6
2018,,,,18.8
2017,,,,19.9
2016,,,,22.2
2015,,,,21.8
2018,,,,13.5
2017,,,,15.9
2016,,,,18.1
2015,,,,14.8
2018,,,,14.3
2017,,,,16.4
2016,,,,17.3
2015,,,,19
2018,,,,9.4
2017,,,,9.6
2016,,,,11
2015,,,,13.2
2018,,,,8.1
2017,,,,12.5
2016,,,,12.5
2015,,,,14.3
2018,,,,8.1
2017,,,,5.9
2016,,,,5
2015,,,,7.4
2018,,,,15
2017,,,,19
2016,,,,18.1
2015,,,,17.4
2017,,,,4.8
2016,,,,4.5
2015,,,,7.6
2018,,,,8.6
2017,,,,9.3
2016,,,,10.4
2015,,,,14.2
2018,,,,10.5
2017,,,,9.9
2016,,,,10.1
2015,,,,13
2018,,,,11
2017,,,,10
2016,,,,12.9
2015,,,,11.8
2018,,,,10.8
2017,,,,15.6
2016,,,,15.7
2015,,,,14
2018,,,,14
2017,,,,13.1
2016,,,,15.2
2015,,,,13.7
2018,,,,11.3
2017,,,,14
2016,,,,16.7
2015,,,,18.7
2018,,,,34.6
2017,,,,32.7
2016,,,,38.6
2015,,,,37.9
2018,,,,34.7
2017,,,,37.5
2016,,,,40.5
2015,,,,41.6
2018,,,,23.2
2017,,,,27.2
2016,,,,28.2
2015,,,,28.6
2018,,,,43.3
2017,,,,50.6
2016,,,,50.6
2015,,,,52.4
2018,,,,28.7
2017,,,,28.9
2016,,,,34.3
2015,,,,33.8
2018,,,,39.8
2017,,,,46.1
2016,,,,46.4
2015,,,,49.7
2018,,,,29.2
2017,,,,33.6
2016,,,,31.9
2015,,,,30.5
2018,,,,28.1
2017,,,,29
2016,,,,25.3
2015,,,,29.1
2018,,,,34.5
2017,,,,36.4
2016,,,,38.1
2015,,,,38.8
2018,,,,34.9
2017,,,,37.2
2016,,,,36.2
2015,,,,36.7
2018,,,,31.4
2017,,,,32.4
2016,,,,32.6
2015,,,,33.9
2018,,,,22.3
2017,,,,27.1
2016,,,,27.3
2015,,,,28.7
2018,,,,35.2
2017,,,,38.6
2016,,,,38.4
2015,,,,41.1
2018,,,,33
2017,,,,37.1
2016,,,,41
2015,,,,39.1
2018,,,,25.7
2017,,,,28.6
2016,,,,31.5
2015,,,,31.9
2018,,,,27.2
2017,,,,31.3
2016,,,,33.5
2015,,,,34.6
2018,,,,33.1
2017,,,,37.6
2016,,,,39.8
2015,,,,40.9
2018,,,,23.2
2017,,,,25.3
2016,,,,25.8
2015,,,,26.7
2018,,,,19
2017,,,,22.3
2016,,,,24.1
2015,,,,25.3
2018,,,,22.3
2017,,,,24.2
2016,,,,25.7
2015,,,,29
2018,,,,26.9
2017,,,,28.8
2016,,,,30.6
2015,,,,33.3
2018,,,,31.3
2017,,,,36.3
2016,,,,38.2
2015,,,,36.2
2018,,,,32.9
2017,,,,34.9
2016,,,,38.2
2015,,,,41.5
2018,,,,36.2
2017,,,,37.3
2016,,,,40.6
2015,,,,41.1
2018,,,,46.9
2017,,,,49.7
2016,,,,50.2
2015,,,,49.8
2018,,,,67
2017,,,,64.8
2016,,,,68.5
2015,,,,71.9
2018,,,,42.4
2017,,,,43.3
2016,,,,45.5
2015,,,,50.7
2018,,,,47.5
2017,,,,50
2016,,,,54.2
2015,,,,54
2018,,,,35.7
2017,,,,37.3
2016,,,,39.9
2015,,,,38.7
2018,,,,15
2017,,,,16.4
2016,,,,16
2015,,,,18.5
2018,,,,47.5
2017,,,,51.5
2016,,,,50.5
2015,,,,50
2018,,,,52.2
2017,,,,55.8
2016,,,,53.4
2015,,,,55.2
2018,,,,16.3
2017,,,,20
2016,,,,21.4
2015,,,,23.4
2018,,,,23.8
2017,,,,27.9
2016,,,,29.9
2015,,,,32.6
2018,,,,28.9
2017,,,,30.1
2016,,,,36
2015,,,,35
2018,,,,20.7
2017,,,,20.4
2016,,,,24.8
2015,,,,25.5
2018,,,,41.6
2017,,,,43.2
2016,,,,44.1
2015,,,,48.6
2018,,,,20.3
2017,,,,25.4
2016,,,,21.2
2015,,,,24.6
2018,,,,17.2
2017,,,,16.8
2016,,,,21.6
2015,,,,24.8
2018,,,,26.3
2017,,,,28.4
2016,,,,28.4
2015,,,,32.8
2018,,,,21.3
2017,,,,22.7
2016,,,,25.7
2015,,,,25.8
2018,,,,20.5
2017,,,,21
2016,,,,21.9
2015,,,,22.3
2018,,,,22.2
2017,,,,22.1
2016,,,,24
2015,,,,26.7
2018,,,,29.8
2017,,,,31.5
2016,,,,30.5
2015,,,,33.7
2018,,,,24.2
2017,,,,26.1
2016,,,,25.9
2015,,,,27.4
2018,,,,28.2
2017,,,,31.9
2016,,,,34.7
2015,,,,37
2018,,,,25.4
2017,,,,29.4
2016,,,,27.1
2015,,,,32.5
2018,,,,19.1
2017,,,,21
2016,,,,21.5
2015,,,,23.6
2018,,,,19.6
2017,,,,22.5
2016,,,,23.9
2015,,,,23.1
2018,,,,29.2
2017,,,,28.3
2016,,,,30.1
2015,,,,32.2
2018,,,,23.6
2017,,,,30
2016,,,,34.5
2015,,,,32.1
2018,,,,28
2017,,,,35
2016,,,,33.1
2015,,,,38.6
2018,,,,16.8
2017,,,,19
2016,,,,21.4
2015,,,,23.3
2018,,,,16.1
2017,,,,16
2016,,,,17.5
2015,,,,20.1
2018,,,,19.4
2017,,,,20.4
2016,,,,22.3
2015,,,,25.6
2018,,,,28.4
2017,,,,31.9
2016,,,,32.5
2015,,,,34.3
2018,,,,21.7
2017,,,,23.4
2016,,,,25.9
2015,,,,22.6
2018,,,,26
2017,,,,28.9
2016,,,,34.8
2015,,,,33.4
2018,,,,17.7
2017,,,,19.4
2016,,,,20.8
2015,,,,19.2
2018,,,,29.6
2017,,,,36.5
2016,,,,34.9
2015,,,,35.9
2018,,,,23.2
2017,,,,25.6
2016,,,,29.8
2015,,,,29.1
2018,,,,21.1
2017,,,,23.4
2016,,,,24.8
2015,,,,28.1
2018,,,,19.4
2017,,,,20.2
2016,,,,20.7
2015,,,,23.2
2018,,,,18.4
2017,,,,21
2016,,,,24
2015,,,,22.2
2018,,,,15
2017,,,,18.6
2016,,,,20.1
2015,,,,22
2018,,,,26.1
2017,,,,25.7
2016,,,,30.9
2015,,,,31.9
2018,,,,29.5
2017,,,,30.4
2016,,,,33.4
2015,,,,36.4
2018,,,,17
2017,,,,18.3
2016,,,,20.6
2015,,,,21.3
2018,,,,22.1
2017,,,,24.4
2016,,,,27.6
2015,,,,31.1
2018,,,,20.3
2017,,,,25.2
2016,,,,25.9
2015,,,,30.2
2018,,,,19.9
2017,,,,21.5
2016,,,,22.6
2015,,,,24.4
2018,,,,16.7
2017,,,,19.3
2016,,,,23.7
2015,,,,25.4
2018,,,,13.6
2017,,,,14.8
2016,,,,16.2
2015,,,,18.5
2018,,,,29.4
2017,,,,32.7
2016,,,,37.2
2015,,,,39.7
2018,,,,24.1
2017,,,,29.6
2016,,,,30.6
2015,,,,30.7
2018,,,,19.8
2017,,,,21.4
2016,,,,23.2
2015,,,,21
2018,,,,15.6
2017,,,,18.5
2016,,,,18.8
2015,,,,19.1
2018,,,,25.2
2017,,,,26.5
2016,,,,27.2
2015,,,,27.2
2018,,,,18.5
2017,,,,22.3
2016,,,,19.3
2015,,,,25.5
2018,,,,24.8
2017,,,,28.5
2016,,,,30.4
2015,,,,31.2
2018,,,,32.9
2017,,,,37.6
2016,,,,38.6
2015,,,,41.5
2018,,,,32.4
2017,,,,37.6
2016,,,,41.4
2015,,,,41.3
2018,,,,39.3
2017,,,,41.2
2016,,,,41.9
2015,,,,41.6
2018,,,,32.1
2017,,,,37
2016,,,,36.9
2015,,,,39.4
2018,,,,25.5
2017,,,,29.3
2016,,,,31.7
2015,,,,31.1
2018,,,,28.3
2017,,,,30.1
2016,,,,33.5
2015,,,,33
2018,,,,33.3
2017,,,,35.6
2016,,,,39.4
2015,,,,37.8
2018,,,,42.8
2017,,,,42.2
2016,,,,42.5
2015,,,,42.7
2018,,,,28
2017,,,,28.1
2016,,,,28.3
2015,,,,30.8
2018,,,,34.9
2017,,,,36.5
2016,,,,37.9
2015,,,,38
2018,,,,19.2
2017,,,,24.1
2016,,,,26.1
2015,,,,29.6
2018,,,,29.3
2017,,,,30.7
2016,,,,33.8
2015,,,,36.6
2018,,,,32.9
2017,,,,32.3
2016,,,,31.8
2015,,,,36.6
2018,,,,21.3
2017,,,,25.7
2016,,,,28.5
2015,,,,30.5
2018,,,,17
2017,,,,21
2016,,,,24.4
2015,,,,26.2
2018,,,,30.3
2017,,,,34.2
2016,,,,37.2
2015,,,,37.7
2018,,,,26.1
2017,,,,28.7
2016,,,,28.6
2015,,,,32.2
2018,,,,28.9
2017,,,,29.7
2016,,,,34.5
2015,,,,34.7
2018,,,,28.2
2017,,,,30.9
2016,,,,31
2015,,,,35.7
2018,,,,39.7
2017,,,,42.8
2016,,,,44.2
2015,,,,47.7
2018,,,,15.1
2017,,,,15.8
2016,,,,18.6
2015,,,,20.3
2018,,,,20.1
2017,,,,24.6
2016,,,,27.5
2015,,,,30.2
2018,,,,28.1
2017,,,,34.4
2016,,,,37.8
2015,,,,37.5
2018,,,,20.6
2017,,,,24.2
2016,,,,27.1
2015,,,,26.4
2018,,,,38.5
2017,,,,38.1
2016,,,,40.8
2015,,,,46.4
2018,,,,35.3
2017,,,,36.4
2016,,,,40.7
2015,,,,43.9
2018,,,,41.4
2017,,,,45.8
2016,,,,47.7
2015,,,,46.9
2018,,,,26.5
2017,,,,27.4
2016,,,,29
2015,,,,32.1
2018,,,,19.7
2017,,,,22
2016,,,,26.6
2015,,,,28.1
2018,,,,38.7
2017,,,,42.1
2016,,,,45.7
2015,,,,49.2
2018,,,,28.4
2017,,,,28
2016,,,,30.2
2015,,,,32.5
2018,,,,28.7
2017,,,,28.8
2016,,,,33.9
2015,,,,34.7
2018,,,,26.3
2017,,,,28
2016,,,,29.7
2015,,,,28.8
2018,,,,29.5
2017,,,,29
2016,,,,29.9
2015,,,,28.7
2018,,,,20.9
2017,,,,21.8
2016,,,,24.4
2015,,,,27.4
2018,,,,19.2
2017,,,,20.7
2016,,,,23.9
2015,,,,24.2
2018,,,,27.4
2017,,,,30.8
2016,,,,33.4
2015,,,,31.7
2018,,,,39.9
2017,,,,40.5
2016,,,,42.8
2015,,,,45.7
2018,,,,31.2
2017,,,,31.7
2016,,,,35.1
2015,,,,36.4
2018,,,,26.4
2017,,,,27.9
2016,,,,29.5
2015,,,,29.7
2018,,,,40.4
2017,,,,46
2016,,,,48.5
2015,,,,45.6
2018,,,,36
2017,,,,39.6
2016,,,,41.8
2015,,,,40.7
2018,,,,36.6
2017,,,,37.4
2016,,,,41.9
2015,,,,43.9
2018,,,,39.6
2017,,,,44.5
2016,,,,49.2
2015,,,,47
2018,,,,23.5
2017,,,,26.1
2016,,,,27.9
2015,,,,28
2018,,,,25.2
2017,,,,27.2
2016,,,,27.2
2015,,,,28.4
2018,,,,28.6
2017,,,,31.2
2016,,,,36.9
2015,,,,38.9
2018,,,,38
2017,,,,37.6
2016,,,,42.7
2015,,,,44.9
2018,,,,28.4
2017,,,,36.3
2016,,,,34.8
2015,,,,34.9
2018,,,,36.4
2017,,,,40.6
2016,,,,43.7
2015,,,,44.2
2018,,,,32.6
2017,,,,35.9
2016,,,,37.3
2015,,,,38.6
2018,,,,29.9
2017,,,,34.9
2016,,,,39.7
2015,,,,38.2
2018,,,,28.2
2017,,,,28.3
2016,,,,30
2015,,,,30.6
2018,,,,33.6
2017,,,,38.2
2016,,,,41.4
2015,,,,43.1
2018,,,,40
2017,,,,42.2
2016,,,,47.9
2015,,,,50.4
2018,,,,24.4
2017,,,,27.2
2016,,,,28
2015,,,,27.5
2018,,,,20
2017,,,,22.3
2016,,,,23
2015,,,,24.8
2018,,,,28
2017,,,,32
