Year,Gender,Age,Value
2018,,<30,230851
2017,,<30,229856.5
2016,,<30,228691
2015,,<30,228480.5
2014,,<30,229371
2013,,<30,233302.5
2012,,<30,238737
2011,,<30,243240
2010,,<30,248902
2009,,<30,256155
2019,,<30,0
2018,,<30,0.43
2017,,<30,0
2016,,<30,0
2015,,<30,0
2014,,<30,0
2013,,<30,0
2012,,<30,0.42
2011,,<30,0
2010,,<30,0
2009,,<30,0
2019,,30 a 69,224
2018,,30 a 69,214
2017,,30 a 69,236
2016,,30 a 69,262
2015,,30 a 69,245
2014,,30 a 69,248
2013,,30 a 69,224
2012,,30 a 69,225
2011,,30 a 69,259
2010,,30 a 69,223
2009,,30 a 69,218
2021,,30 a 69,443306
2020,,30 a 69,444573
2019,,30 a 69,443420
2018,,30 a 69,447987
2017,,30 a 69,445716
2016,,30 a 69,447409
2015,,30 a 69,445680
2014,,30 a 69,445536
2013,,30 a 69,448634
2012,,30 a 69,449432
2011,,30 a 69,447498
2010,,30 a 69,452663
2009,,30 a 69,450097
2020,,30 a 69,443939.5
2019,,30 a 69,443996.5
2018,,30 a 69,445703.5
2017,,30 a 69,446851.5
2016,,30 a 69,446562.5
2015,,30 a 69,446544.5
2014,,30 a 69,445608
2013,,30 a 69,447085
2012,,30 a 69,449033
2011,,30 a 69,448465
2010,,30 a 69,450080.5
2009,,30 a 69,451380
2019,,30 a 69,50.45
2018,,30 a 69,48.01
2017,,30 a 69,52.81
2016,,30 a 69,58.67
2015,,30 a 69,54.87
2014,,30 a 69,55.65
2013,,30 a 69,50.1
2012,,30 a 69,50.11
2011,,30 a 69,57.75
2010,,30 a 69,49.55
2009,,30 a 69,48.3
2019,,>=70,226
2018,,>=70,254
2017,,>=70,257
2016,,>=70,235
2015,,>=70,249
2014,,>=70,231
2013,,>=70,245
2012,,>=70,234
2011,,>=70,236
2010,,>=70,239
2009,,>=70,240
2021,,>=70,125609
2020,,>=70,124375
2019,,>=70,121614
2018,,>=70,119551
2017,,>=70,117657
2016,,>=70,115554
2015,,>=70,113294
2014,,>=70,111315
2013,,>=70,109439
2012,,>=70,108437
2011,,>=70,107810
2010,,>=70,105138
2009,,>=70,105676
2020,,>=70,124992
2019,,>=70,122994.5
2018,,>=70,120582.5
2017,,>=70,118604
2016,,>=70,116605.5
2015,,>=70,114424
2014,,>=70,112304.5
2013,,>=70,110377
2012,,>=70,108938
2011,,>=70,108123.5
2010,,>=70,106474
2009,,>=70,105407
2019,,>=70,183.75
2018,,>=70,210.64
2017,,>=70,216.69
2016,,>=70,201.53
2015,,>=70,217.61
2014,,>=70,205.69
2013,,>=70,221.97
2012,,>=70,214.8
2011,,>=70,218.27
2010,,>=70,224.47
2009,,>=70,227.69
