Year,Gender,Age,GeoCode,Value
2012,,,1,13.1
2011,,,1,13.1
2010,,,1,14.3
2009,,,1,14.2
2021,,,2,11.9
2020,,,2,10.9
2019,,,2,10.2
2018,,,2,10.3
2017,,,2,9.7
2016,,,2,9.9
2015,,,2,9.7
2014,,,2,10.1
2013,,,2,10.8
2012,,,2,11.4
2011,,,2,11.8
2010,,,2,12.9
2009,,,2,13
2021,,,3,12.3
2020,,,3,11.7
2019,,,3,10.9
2018,,,3,11.1
2017,,,3,10.8
2016,,,3,11.1
2015,,,3,11
2014,,,3,11.3
2013,,,3,12
2012,,,3,12.2
2011,,,3,12.2
2010,,,3,12.6
2009,,,3,12.5
2021,,,4,14
2020,,,4,13.4
2019,,,4,12.4
2018,,,4,12
2017,,,4,11.2
2016,,,4,11.5
2015,,,4,11.2
2014,,,4,11.5
2013,,,4,12.2
2012,,,4,12.6
2011,,,4,13
2010,,,4,13.8
2009,,,4,14
2021,,,5,16
2020,,,5,15.2
2019,,,5,14.3
2018,,,5,14.3
2017,,,5,13
2016,,,5,13.2
2015,,,5,12.9
2014,,,5,13.3
2013,,,5,14.2
2012,,,5,14.9
2011,,,5,15.2
2010,,,5,16.9
2009,,,5,17.2
2021,,,6,10.2
2020,,,6,9.5
2019,,,6,9.1
2018,,,6,9.3
2017,,,6,8.7
2016,,,6,8.8
2015,,,6,8.4
2014,,,6,8.2
2013,,,6,8.8
2012,,,6,8.8
2011,,,6,8.7
2010,,,6,9.5
2009,,,6,10
2021,,,7,19.3
2020,,,7,18.1
2019,,,7,16.9
2018,,,7,16.3
2017,,,7,15.1
2016,,,7,15.4
2015,,,7,15.1
2014,,,7,15.8
2013,,,7,16.7
2012,,,7,17.6
2011,,,7,18.3
2010,,,7,19
2009,,,7,19
2021,,,8,10.5
2020,,,8,10.1
2019,,,8,9.3
2018,,,8,9.2
2017,,,8,8.4
2016,,,8,8.7
2015,,,8,8.4
2014,,,8,8.8
2013,,,8,9.3
2012,,,8,9.6
2011,,,8,9.8
2010,,,8,10.4
2009,,,8,10.6
2021,,,9,15.7
2020,,,9,15.1
2019,,,9,14
2018,,,9,13.5
2017,,,9,12.5
2016,,,9,12.6
2015,,,9,12.3
2014,,,9,12.8
2013,,,9,13.7
2012,,,9,14.2
2011,,,9,14.2
2010,,,9,15.2
2009,,,9,15.6
2021,,,10,14.8
2020,,,10,14.4
2019,,,10,13.4
2018,,,10,13.3
2017,,,10,12.6
2016,,,10,13
2015,,,10,12.5
2014,,,10,12.9
2013,,,10,13.7
2012,,,10,14.1
2011,,,10,14.5
2010,,,10,15.9
2009,,,10,16.3
2021,,,11,15.5
2020,,,11,14.2
2019,,,11,13.4
2018,,,11,13.9
2017,,,11,12.9
2016,,,11,13.6
2015,,,11,13.2
2014,,,11,13.5
2013,,,11,14.1
2012,,,11,14.3
2011,,,11,14.1
2010,,,11,14.6
2009,,,11,14.8
2021,,,12,16
2020,,,12,15.3
2019,,,12,14.4
2018,,,12,14.5
2017,,,12,13.7
2016,,,12,14.1
2015,,,12,13.6
2014,,,12,13.9
2013,,,12,14.9
2012,,,12,15.4
2011,,,12,16.3
2010,,,12,17.2
2009,,,12,17.4
2021,,,13,12.5
2020,,,13,11.6
2019,,,13,11.1
2018,,,13,11.2
2017,,,13,10.6
2016,,,13,10.6
2015,,,13,10.3
2014,,,13,10.3
2013,,,13,11
2012,,,13,11.7
2011,,,13,11.8
2010,,,13,12.7
2009,,,13,13.1
2021,,,14,12.4
2020,,,14,11.8
2019,,,14,11.4
2018,,,14,12
2017,,,14,11.3
2016,,,14,11.8
2015,,,14,11.4
2014,,,14,11.8
2013,,,14,12.6
2012,,,14,13.1
2011,,,14,13.4
2010,,,14,14.3
2009,,,14,14.4
2021,,,15,18.2
2020,,,15,17.5
2019,,,15,16.1
2018,,,15,15.5
2017,,,15,14.4
2016,,,15,15.1
2015,,,15,14.9
2014,,,15,15.7
2013,,,15,17
2012,,,15,17.9
2011,,,15,18.9
2010,,,15,20.4
2009,,,15,21.6
2021,,,16,15.2
2020,,,16,14.7
2019,,,16,13.9
2018,,,16,13.3
2017,,,16,12.3
2016,,,16,12.6
2015,,,16,12.5
2014,,,16,13
2013,,,16,14.2
2012,,,16,14.9
2011,,,16,15.6
2010,,,16,16.4
2009,,,16,16.7
2021,,,17,7.6
2020,,,17,7.2
2019,,,17,7.1
2018,,,17,7.3
2017,,,17,6.3
2016,,,17,6.5
2015,,,17,6.2
2014,,,17,6.1
2013,,,17,6.3
2012,,,17,6.2
2011,,,17,7.3
2010,,,17,8.1
2009,,,17,8.5
2021,,,18,13.4
2020,,,18,12.8
2019,,,18,11.9
2018,,,18,11
2017,,,18,10.3
2016,,,18,10.8
2015,,,18,11
2014,,,18,11.5
2013,,,18,12.8
2012,,,18,13
2011,,,18,13.4
2010,,,18,14
2009,,,18,14
2021,,,19,11.7
2020,,,19,10.8
2019,,,19,9.7
2018,,,19,9.5
2017,,,19,8.8
2016,,,19,9.2
2015,,,19,8.9
2014,,,19,8.9
2013,,,19,9.9
2012,,,19,10.4
2011,,,19,11
2010,,,19,10.8
2009,,,19,11
